Serial number,IL,cation_smiles,anion_smiles,ion_smiles,S_smiles,rea_smiles,Time,T,P,Amount,pro_smiles,solvent,Addition structure,Ref,TON,TOF(h-1),Sec.,Cov.,Yield
IM01070,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,6,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.973
IM01071,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.706
IM01072,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,6,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.874
IM01073,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,1
IM01074,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.981
IM01075,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.959
IM01076,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.661
IM01077,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.1,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.961
IM01078,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,110,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,1
IM01079,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,100,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.97
IM01080,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,80,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.752
IM01081,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,60,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.361
IM01082,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,25,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.1
IM01083,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.192
IM01084,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,78,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.328
IM01085,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.387
IM01086,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.649
IM01087,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.768
IM01088,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0
IM01089,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.268
IM01090,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.306
IM01091,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.509
IM01092,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.706
IM01093,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.959
IM01094,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,90,0.1,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.885
IM01095,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,0.1,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.975
IM01096,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.1,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.998
IM01097,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.1,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.998
IM01098,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,60,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.189
IM01099,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,60,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.47
IM01100,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,80,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.608
IM01101,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,80,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.866
IM01102,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,100,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.94
IM01103,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,100,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.982
IM01104,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,110,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.963
IM01105,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,110,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.991
IM01106,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,90,0.1,0.3,O=C1OCC(COc2ccccc2)O1,0,0,S-2022-4,,,,,0.993
IM01107,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=C(C)C(=O)OC*,C=C(C)C(=O)OCC1CO1,2,90,0.1,0.3,C=C(C)C(=O)OCC1COC(=O)O1,0,0,S-2022-4,,,,,0.989
IM01108,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CC(C)OC*,CC(C)OCC1CO1,2,90,0.1,0.3,CC(C)OCC1COC(=O)O1,0,0,S-2022-4,,,,,1
IM01109,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCOC*,C=CCOCC1CO1,2,90,0.1,0.3,C=CCOCC1COC(=O)O1,0,0,S-2022-4,,,,,0.999
IM01110,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCC*,C=CCCC1CO1,2,90,0.1,0.3,C=CCCC1COC(=O)O1,0,0,S-2022-4,,,,,0.95
IM01111,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CCCCOC*,CCCCOCC1CO1,2,90,0.1,0.3,CCCCOCC1COC(=O)O1,0,0,S-2022-4,,,,,0.931
IM01112,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CCCCCCCC*,CCCCCCCCC1CO1,2,90,0.1,0.3,CCCCCCCCC1COC(=O)O1,0,0,S-2022-4,,,,,0.23
IM01113,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCCCCCC*,C=CCCCCCCC1CO1,2,90,0.1,0.3,C=CCCCCCCC1COC(=O)O1,0,0,S-2022-4,,,,,0.37
IM01114,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],ClC*,ClCC1CO1,2,90,0.1,0.3,O=C1OCC(CCl)O1,0,0,S-2022-4,,,,,1
IM01115,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],BrC*,BrCC1CO1,2,90,0.1,0.3,O=C1OCC(CBr)O1,0,0,S-2022-4,,,,,1
IM01116,1b,CCCn1cc(CO)[n+](C)n1,[I-],CCCn1cc(CO)[n+](C)n1.[I-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,208,69,0.99,0.83,0.822
IM01117,2b,CCCCn1cc(CO)[n+](C)n1,[I-],CCCCn1cc(CO)[n+](C)n1.[I-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,202,67,0.99,0.8,0.792
IM01118,3b,CCCCCCCCCCn1cc(CO)[n+](C)n1,[I-],CCCCCCCCCCn1cc(CO)[n+](C)n1.[I-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,216,72,0.99,0.86,0.851
IM01119,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,210,70,0.99,0.84,0.832
IM01120,5b,CCCCCCCCCCn1cc(CO)[n+](CCC)n1,[Br-],CCCCCCCCCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,195,65,0.99,0.78,0.772
IM01121,6b,CCCCCCCCCCn1cc(CO)[n+](C)n1,[Br-],CCCCCCCCCCn1cc(CO)[n+](C)n1.[Br-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,175,58,0.99,0.69,0.683
IM01122,7b,CCCCCCCCCCn1cc(CO)[n+](C)n1,CC(=O)[O-],CC(=O)[O-].CCCCCCCCCCn1cc(CO)[n+](C)n1,C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,158,53,0.99,0.63,0.624
IM01123,9b,CCCCCCCCCCn1cc(CO)[n+](C)n1,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCn1cc(CO)[n+](C)n1.O=S(=O)([O-])C(F)(F)F,C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,0,0,0.99,0,0
IM01124,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,103,103,0.99,0.41,0.406
IM01125,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,2,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,137,69,0.99,0.55,0.545
IM01126,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,140,3,0.4,CC1COC(=O)O1,0,0,S-2022-6,210,70,0.99,0.84,0.832
IM01127,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,140,3,1,CC1COC(=O)O1,0,0,S-2022-6,97,32,0.99,0.97,0.96
IM01128,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,120,3,1,CC1COC(=O)O1,0,0,S-2022-6,85,28,0.99,0.85,0.842
IM01129,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,3,100,3,1,CC1COC(=O)O1,0,0,S-2022-6,49,16,0.99,0.49,0.485
IM01130,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,3,1,CC1COC(=O)O1,0,0,S-2022-6,77,77,0.99,0.77,0.762
IM01131,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,3,1.5,CC1COC(=O)O1,0,0,S-2022-6,62,62,0.99,0.93,0.921
IM01132,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,3,2,CC1COC(=O)O1,0,0,S-2022-6,47,47,0.99,0.93,0.921
IM01133,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,0.5,1,CC1COC(=O)O1,0,0,S-2022-6,31,31,0.99,0.31,0.307
IM01134,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C*,CC1CO1,1,140,10,1,CC1COC(=O)O1,0,0,S-2022-6,33,33,0.99,0.33,0.327
IM01135,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],CC*,CCC1CO1,1,140,3,1.5,CCC1COC(=O)O1,0,0,S-2022-6,60,60,0.99,0.9,0.891
IM01136,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],CCCCCCCCCC*,CCCCCCCCCCC1CO1,1,140,3,1.5,CCCCCCCCCCC1COC(=O)O1,0,0,S-2022-6,65,65,0.99,0.98,0.97
IM01137,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],ClC*,ClCC1CO1,1,140,3,1.5,O=C1OCC(CCl)O1,0,0,S-2022-6,66,66,0.99,0.99,0.98
IM01138,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,140,3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2022-6,66,66,0.99,0.99,0.98
IM01139,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,1,140,3,1.5,O=C1OCC(COc2ccccc2)O1,0,0,S-2022-6,66,66,0.99,0.99,0.98
IM01140,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],Cc1ccccc1OC*,Cc1ccccc1OCC1CO1,1,140,3,1.5,Cc1ccccc1OCC1COC(=O)O1,0,0,S-2022-6,63,63,0.99,0.95,0.941
IM01141,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],CCCCOC*,CCCCOCC1CO1,1,140,3,1.5,CCCCOCC1COC(=O)O1,0,0,S-2022-6,66,66,0.99,0.99,0.98
IM01142,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],CC(C)(C)OC*,CC(C)(C)OCC1CO1,1,140,3,1.5,CC(C)(C)OCC1COC(=O)O1,0,0,S-2022-6,66,66,0.99,0.99,0.98
IM01143,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C1CCCCC1,C1CCC2OC2C1,1,140,3,1.5,O=C1OC2CCCCC2O1,0,0,S-2022-6,27,27,0.99,0.4,0.396
IM01144,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C1CCCCC1,C1CCC2OC2C1,6,140,3,1.5,O=C1OC2CCCCC2O1,0,0,S-2022-6,56,9,0.99,0.85,0.842
IM01145,4b,CCCn1cc(CO)[n+](CCC)n1,[Br-],CCCn1cc(CO)[n+](CCC)n1.[Br-],C1CCCCC1,C1CCC2OC2C1,10,140,3,1.5,O=C1OC2CCCCC2O1,0,0,S-2022-6,58,6,0.99,0.88,0.871
IM01146,[DABCOH]Br,C1C[NH+]2CCN1CC2,[Br-],C1C[NH+]2CCN1CC2.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.6039
IM01147,[DABCO每PDO][Cl],OCC(O)C[N+]12CCN(CC1)CC2,[Cl-],OCC(O)C[N+]12CCN(CC1)CC2.[Cl-],C*,CC1CO1,6,120,2,22.5,CC1COC(=O)O1,0,0,S-2016-2,,,,,0.594
IM01148,[DABCO每PDO][Br],OCC(O)C[N+]12CCN(CC1)CC2,[Br-],OCC(O)C[N+]12CCN(CC1)CC2.[Br-],C*,CC1CO1,6,120,2,22.5,CC1COC(=O)O1,0,0,S-2016-2,,,,,0.9207
IM01149,[DABCO每PDO][Br],OCC(O)C[N+]12CCN(CC1)CC2,[Br-],OCC(O)C[N+]12CCN(CC1)CC2.[Br-],C*,CC1CO1,3,120,2,22.5,CC1COC(=O)O1,0,0,S-2016-2,,,,,0.9009
IM01150,[DABCO每HE][Br],OCC[N+]12CCN(CC1)CC2,[Br-],OCC[N+]12CCN(CC1)CC2.[Br-],C*,CC1CO1,3,110,2,21,CC1COC(=O)O1,0,0,S-2016-2,,,,,0.9801
IM01151,[MBNT]Cl,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Cl-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Cl-],c1ccccc1*,c1ccc(C2CO2)cc1,24,120,0.5,3,O=C1OCC(c2ccccc2)O1,0,0,S-2015-1,,,,,0.86
IM01152,[MBNT]Br,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,24,120,0.5,3,O=C1OCC(c2ccccc2)O1,0,0,S-2015-1,,,,,0.98
IM01153,[MBNT]Br,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,24,120,0.5,5,O=C1OCC(c2ccccc2)O1,0,0,S-2015-1,,,,,0.98
IM01154,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,24,120,0.5,2,O=C1OCC(c2ccccc2)O1,0,0,S-2015-1,,,,,0.81
IM01155,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],ClC*,ClCC1CO1,4,100,0.4,3,O=C1OCC(CCl)O1,0,0,S-2015-1,,,,,0.96
IM01156,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],CCCCCC*,CCCCCCC1CO1,4,100,0.4,3,CCCCCCC1COC(=O)O1,0,0,S-2015-1,,,,,0.93
IM01157,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,100,0.4,3,O=C1OCC(c2ccccc2)O1,0,0,S-2015-1,,,,,0.98
IM01158,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],C1CCCCC1,C1CCC2OC2C1,4,100,0.4,3,O=C1OC2CCCCC2O1,0,0,S-2015-1,,,,,0.12
IM01159,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],C1CCCCC1,C1CCC2OC2C1,24,100,0.5,3,O=C1OC2CCCCC2O1,0,0,S-2015-1,,,,,0.17
IM01160,[MBNT]Br ,C[N+]1(Cc2ccccc2)CCCC1c1cccnc1,[Br-],C[N+]1(Cc2ccccc2)CCCC1c1cccnc1.[Br-],C*,CC1CO1,4,100,0.4,3,CC1COC(=O)O1,0,0,S-2015-1,,,,,0.95
IM01161,[DBUH]Cl,C1CCC2=[NH+]CCCN2CC1,[Cl-],C1CCC2=[NH+]CCCN2CC1.[Cl-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.792
IM01162,[DBUH]Br,C1CCC2=[NH+]CCCN2CC1,[Br-],C1CCC2=[NH+]CCCN2CC1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.8415
IM01163,[HTMG]Br,CN(C)C(=[NH2+])N(C)C,[Br-],CN(C)C(=[NH2+])N(C)C.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.7029
IM01164, DBU-CH2CONH2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],C*,CC1CO1,3,120,2,2,CC1COC(=O)O1,0,0,S-2018-6,,,,,0.973
IM01165,LY-5-2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],C*,CC1CO1,3,120,2,2,CC1COC(=O)O1,0,0,S-2018-6,,,,,0.95
IM01166,[R2坼DBU]Br,CC[N+]1=C2CCCCCN2CCC1,[Br-],CC[N+]1=C2CCCCCN2CCC1.[Br-],C*,CC1CO1,3,120,2,2,CC1COC(=O)O1,0,0,S-2018-6,,,,,0.917
IM01167,[R2坼DBN]Br,CC[N+]1=C2CCCN2CCC1,[Br-],CC[N+]1=C2CCCN2CCC1.[Br-],C*,CC1CO1,3,120,2,2,CC1COC(=O)O1,0,0,S-2018-6,,,,,0.893
IM01168, DBU-CH2CONH2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],[H+],C1CO1,3,120,2,2,O=C1OCCO1,0,0,S-2018-6,,,,,0.992
IM01169, DBU-CH2CONH2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],ClC*,ClCC1CO1,3,120,2,2,O=C1OCC(CCl)O1,0,0,S-2018-6,,,,,0.991
IM01170, DBU-CH2CONH2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,120,2,2,O=C1OCC(c2ccccc2)O1,0,0,S-2018-6,,,,,0.898
IM01171, DBU-CH2CONH2,NC(=O)C[N+]1=C2CCCCCN2CCC1,[Br-],NC(=O)C[N+]1=C2CCCCCN2CCC1.[Br-],C1CCCCC1,C1CCC2OC2C1,3,120,2,2,O=C1OC2CCCCC2O1,0,0,S-2018-6,,,,,0.835
IM01172,[HTMG][I],CN(C)C(=[NH2+])N(C)C,[I-],CN(C)C(=[NH2+])N(C)C.[I-],C*,CC1CO1,20,30,1,5,CC1COC(=O)O1,0,0,ML-2022-2,,,,,0.19
