Serial number,IL,cation_smiles,anion_smiles,ion_smiles,S_smiles,rea_smiles,Time,T,P,Amount,pro_smiles,solvent,Addition structure,Ref,TON,TOF(h-1),Sec.,Cov.,Yield
IM00201,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,8,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.875
IM00202,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,10,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.95
IM00203,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],ClC*,ClCC1CO1,2,110,1.62,1.5,O=C1OCC(CCl)O1,0,0,S-2012-3,,,,,0.98
IM00204,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C=CCOC*,C=CCOCC1CO1,2,115,1.62,1.5,C=CCOCC1COC(=O)O1,0,0,S-2012-3,,,,,0.96
IM00205,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,115,1.62,1.5,O=C1OCC(COc2ccccc2)O1,0,0,S-2012-3,,,,,0.98
IM00206,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C1CCCCC1,C1CCC2OC2C1,12,115,1.62,1.5,O=C1OC2CCCCC2O1,0,0,S-2012-3,,,,,0.82
IM00207,CMImCl,Cn1cc[n+](CCC(=O)O)c1,[Cl-],Cn1cc[n+](CCC(=O)O)c1.[Cl-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.94,0.638,0.6
IM00208,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.99,0.919,0.91
IM00209,CMImI,Cn1cc[n+](CCC(=O)O)c1,[I-],Cn1cc[n+](CCC(=O)O)c1.[I-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.99,0.949,0.94
IM00210,CEImBr,CCn1cc[n+](CCC(=O)O)c1,[Br-],CCn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.99,0.929,0.92
IM00211,CBImBr,CCCCn1cc[n+](CCC(=O)O)c1,[Br-],CCCCn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.98,0.969,0.95
IM00212,HEMImBr,Cn1cc[n+](CCO)c1,[Br-],Cn1cc[n+](CCO)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.98,0.878,0.86
IM00213,EMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,0.98,0.786,0.77
IM00214,CMImI,Cn1cc[n+](CCC(=O)O)c1,[I-],Cn1cc[n+](CCC(=O)O)c1.[I-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.94
IM00215,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.68
IM00216,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,110,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.87
IM00217,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,130,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.88
IM00218,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,0.72,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.57
IM00219,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.822
IM00220,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.62,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.952
IM00221,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,2,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.922
IM00222,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.78
IM00223,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1.5,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.87
IM00224,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.9
IM00225,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,1.25,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.87
IM00226,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,2,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.912
IM00227,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,2.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.87
IM00228,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.3,3,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.85
IM00229,CMImBr,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,120,1.3,1.5,O=C1OCC(c2ccccc2)O1,0,0,S-2012-3,,,,,0.83
IM00230,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.955,0.945
IM00231,HImBr,c1c[nH+]c[nH]1,[Br-],[Br-].c1c[nH+]c[nH]1,C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.942,0.933
IM00232,HMImCl1,Cn1cc[nH+]c1,[Cl-],Cn1cc[nH+]c1.[Cl-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.479,0.474
IM00233,HMImI,Cn1cc[nH+]c1,[I-],Cn1cc[nH+]c1.[I-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.927,0.918
IM00234,HEImBr,CC[n+]1cc[nH]c1,[Br-],CC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.867,0.858
IM00235,HBImBr,CCCC[n+]1cc[nH]c1,[Br-],CCCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.785,0.777
IM00236,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.604,0.598
IM00237,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],ClC*,ClCC1CO1,2,120,1.5,1,O=C1OCC(CCl)O1,0,0,S-2014-5,,,0.99,0.944,0.935
IM00238,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,120,1.5,1,O=C1OCC(COc2ccccc2)O1,0,0,S-2014-5,,,0.99,0.909,0.9
IM00239,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.5,1,O=C1OCC(c2ccccc2)O1,0,0,S-2014-5,,,0.99,0.779,0.771
IM00240,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C1CCCCC1,C1CCC2OC2C1,24,120,1.5,1,O=C1OC2CCCCC2O1,0,0,S-2014-5,,,0.99,0.615,0.609
IM00241,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C=CCOC*,C=CCOCC1CO1,2,120,1.5,1,C=CCOCC1COC(=O)O1,0,0,S-2014-5,,,0.99,0.933,0.924
IM00242,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,100,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.6
IM00243,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,110,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.838
IM00244,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,115,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.982
IM00245,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,130,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.952
IM00246,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,0.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.075
IM00247,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,0.8,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.131
IM00248,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,1,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.892
IM00249,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2.5,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.966
IM00250,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,2,120,2,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.951
IM00251,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,0.5,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.175
IM00252,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,1,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.406
IM00253,HMImBr,Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],C*,CC1CO1,1.5,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.716
IM00254,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,80,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.335
IM00255,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,90,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.844
IM00256,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,120,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.958
IM00257,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,130,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.958
IM00258,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.964
IM00259,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],ClC*,ClCC1CO1,2,110,1.5,2.037037037,O=C1OCC(CCl)O1,0,0,S-2014-2,,,,,0.918
IM00260,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,110,1.5,2.037037037,O=C1OCC(c2ccccc2)O1,0,0,S-2014-2,,,,,0.814
IM00261,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,110,1.5,2.037037037,O=C1OCC(COc2ccccc2)O1,0,0,S-2014-2,,,,,0.958
IM00262,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C1CCCCC1,C1CCC2OC2C1,2,110,1.5,2.037037037,O=C1OC2CCCCC2O1,0,0,S-2014-2,,,,,0.388
IM00263,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,140,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.953
IM00264,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,0.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.2
IM00265,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,1,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.941
IM00266,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,1.2,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.945
IM00267,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,2,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.962
IM00268,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2,110,2.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.945
IM00269,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,0.5,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.756
IM00270,[CMMIm]Cl,Cn1cc[n+](CC(=O)O)c1,[Cl-],Cn1cc[n+](CC(=O)O)c1.[Cl-],C*,CC1CO1,2,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.9
IM00271,[CMMIm]Br,Cn1cc[n+](CC(=O)O)c1,[Br-],Cn1cc[n+](CC(=O)O)c1.[Br-],C*,CC1CO1,2,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.912
IM00272,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,1,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.873
IM00273,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,1.5,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.918
IM00274,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,2.5,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.965
IM00275,[HSO3BMIm]Br,Cn1cc[n+](CCCCS(=O)(=O)O)c1,[Cl-],Cn1cc[n+](CCCCS(=O)(=O)O)c1.[Cl-],C*,CC1CO1,2,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.298
IM00276,[CEMIm]Br,Cn1cc[n+](CCC(=O)O)c1,[Br-],Cn1cc[n+](CCC(=O)O)c1.[Br-],C*,CC1CO1,3,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.971
IM00277,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,2,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.903
IM00278,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,1
IM00279,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,4.5,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.694
IM00280,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,25,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.241
IM00281,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,25,2,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.358
IM00282,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,65,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.552
IM00283,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,90,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.775
IM00284,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,100,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.968
IM00285,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,2.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,1
IM00286,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,2,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.903
IM00287,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,130,2,0.4,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.977
IM00288,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,140,2.5,0.2,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.823
IM00289,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,140,2,0.2,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.899
IM00290,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.802
IM00291,BMImCl ,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],C*,CC1CO1,6,110,2,1,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.638
IM00292,BMImPF6,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C*,CC1CO1,6,110,2,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.113
IM00293,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,0.75,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.674
IM00294,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,0.75,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.674
IM00295,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,1.5,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.807
IM00296,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.901
IM00297,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,2.5,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.802
IM00298,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C*,CC1CO1,6,110,3.5,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.743
IM00299,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,8,130,4,1,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.33
IM00300,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,110,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.29
IM00301,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,130,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.85
IM00302,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,150,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.98
IM00303,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,130,2,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.85
IM00304,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,130,9,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.7
IM00305,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,12,130,18,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.23
IM00306,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,8,130,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.74
IM00307,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,18,130,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.96
IM00308,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,[H+],C1CO1,18,130,4,3,O=C1OCCO1,0,0,S-2010-2,,,,,0.95
IM00309,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,C*,CC1CO1,18,130,4,3,CC1COC(=O)O1,0,0,S-2010-2,,,,,0.96
IM00310,BMImAla,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,c1ccccc1*,c1ccc(C2CO2)cc1,18,130,4,3,O=C1OCC(c2ccccc2)O1,0,0,S-2010-2,,,,,0.69
